Label,Text
ham,Discussed with your mother ah?
ham,"Oops, I'll let you know when my roommate's done"
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
ham,"Sure, whenever you show the fuck up &gt;:("
ham,You will be in the place of that man
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
ham,"Sorry, I'll call later"
ham,ÌÏ dun wan to watch infernal affair?
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow
ham,Dear how is chechi. Did you talk to her
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,Mm you ask him to come its enough :-)
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,Not to worry. I'm sure you'll get it.
ham,Wat Ì_ doing now?
ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\"""""
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,What time is ur flight tmr?
ham,Yeah jay's sort of a fucking retard
ham,Now am free call me pa.
ham,"Nothing, i got msg frm tht unknown no.."
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
ham,Hey... What time is your driving on fri? We go for evaluation on fri?
ham,I'm in a movie... Collect car oredi...
ham,Wait.i will come out.. &lt;#&gt;  min:)
ham,Are you still playing with gautham?
ham,In which place i can get rooms cheap:-)
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
ham,I can do that! I want to please you both inside and outside the bedroom...
ham,Loosu go to hospital. De dont let it careless.
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
ham,Ok i go change also...
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
ham,Me fine..absolutly fine
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
ham,Understand. his loss is my gain :) so do you work? School?
ham,K I'll be there before 4.
ham,Can... I'm free...
ham,"sorry brah, just finished the last of my exams, what up"
ham,Please sen :)my kind advice :-)please come here and try:-)
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
ham,Ok..
ham,U attend ur driving lesson how many times a wk n which day?
ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\"""""
ham,Yup i've finished c Ì_ there...
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
ham,No did you check? I got his detailed message now
ham,Whos this am in class:-)
ham,Sorry i missed your call. Can you please call back.
ham,Still chance there. If you search hard you will get it..let have a try :)
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
ham,Pls dont forget to study
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
ham,I'm at home. Please call
ham,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,U call me alter at 11 ok.
ham,Are you planning to come chennai?
ham,I am 6 ft. We will be a good combination!
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
ham,I anything lor...
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
ham,Yup song bro. No creative. Neva test quality. He said check review online.
ham,No..few hours before.went to hair cut .
ham,I liked the new mobile
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,Yeah I'll try to scrounge something up
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,i thought we were doing a king of the hill thing there.
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
ham,... Are you in the pub?
ham,Finish liao... U?
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,"Alright if you're sure, let me know when you're leaving"
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
ham,I'm still pretty weak today .. Bad day ?
ham,Er mw im filled tuth is aight
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
ham,No but the bluray player can
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
ham,Ok leave no need to ask
ham,I asked sen to come chennai and search for job.
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
ham,7 lor... Change 2 suntec... Wat time u coming?
ham,Oh k.i think most of wi and nz players unsold.
ham,No he didn't. Spring is coming early yay!
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
ham,"I'm in solihull, | do you want anything?"
ham,Don no da:)whats you plan?
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
ham,"Oh fine, I'll be by tonight"
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,No dear i do have free messages without any recharge. Hi hi hi
ham,HELLO PEACH! MY CAKE TASTS LUSH!
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,As in different styles?
ham,Why are u up so early?
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
ham,ÌÏ collecting ur laptop then going to configure da settings izzit?
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
ham,Sorry about that this is my mates phone and i didnt write it love Kate
ham,Hi Harish's rent has been transfred to ur Acnt.
ham,Oh ic. I thought you meant mary jane.
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
ham,Convey my regards to him
ham,Oh k...i'm watching here:)
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
ham,Tiwary to rcb.battle between bang and kochi.
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar
ham,I absolutely LOVE South Park! I only recently started watching the office.
ham,Ill be there on  &lt;#&gt;  ok.
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,Dai  &lt;#&gt;  naal eruku.
ham,Ya just telling abt tht incident..
ham,Okie
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
ham,Hanging out with my brother and his family
ham,That seems unnecessarily hostile
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
ham,Can you please send me my aunty's number
ham,What you need. You have a person to give na.
ham,U repeat e instructions again. Wat's e road name of ur house?
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
ham,I'm on da bus going home...
ham,I can send you a pic if you like :)
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
ham,Am in gobi arts college
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,Once free call me sir. I am waiting for you.
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"""""
ham,Yun buying... But school got offer 2000 plus only...
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,A guy who gets used but is too dumb to realize it.
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
ham,"I can't right this second, gotta hit people up first"
ham,Prakesh is there know.
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award
ham,Are you this much buzy
ham,Hey leave it. not a big deal:-) take care.
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
ham,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\"""""
ham,Yup
ham,I did. One slice and one breadstick. Lol
ham,My exam is for february 4. Wish you a great day.
ham,Does uncle timi help in clearing cars
ham,Sure! I am driving but will reach my destination soon.
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
ham,How come guoyang go n tell her? Then u told her?
ham,Thats cool princess! I will cover your face in hot sticky cum :)
ham,I'll text now! All creepy like so he won't think that we forgot
ham,i cant talk to you now.i will call when i can.dont keep calling.
ham,S.this will increase the chance of winning.
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
ham,Full heat pa:-) i have applyed oil pa.
ham,Ok which your another number
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
ham,Prabha..i'm soryda..realy..frm heart i'm sory
spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill
ham,No. Thank you. You've been wonderful
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
ham,Great! I have to run now so ttyl!
ham,Pls call me da. What happen.
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
ham,Yup...
ham,Shhhhh nobody is supposed to know!
ham,Was playng 9 doors game and gt racing on phone lol
ham,Hows that watch resizing
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
ham,Nope i'm not drivin... I neva develop da photos lei...
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
ham,Ok going to sleep. Hope i can meet her.
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
ham,Ok.
ham,Pls accept me for one day. Or am begging you change the number.
ham,I will reach before ten morning
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
ham,It is only yesterday true true.
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
ham,Some of them told accenture is not confirm. Is it true.
ham,If you r @ home then come down within 5 min
ham,Thanks for ve lovely wisheds. You rock
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
ham,"\Im on gloucesterroad what are uup to later?\"""""
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.
ham,"Aight, see you in a bit"
ham,Wot u up 2 u weirdo?
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
ham,I know you are serving. I mean what are you doing now.
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,Aiyah then i wait lor. Then u entertain me. Hee...
spam,88066 FROM 88066 LOST 3POUND HELP
ham,I know she called me
ham,Left dessert. U wan me 2 go suntec look 4 u?
ham,He also knows about lunch menu only da. . I know
ham,I cant pick the phone right now. Pls send a message
ham,Small problem in auction:)punj now asking tiwary
ham,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book
ham,This is all just creepy and crazy to me.
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
ham,Hey gals.. Anyone of u going down to e driving centre tmr?
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120"
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
ham,In which place do you want da.
ham,Will Ì_ b going to esplanade fr home?
ham,I've reached sch already...
ham,"Me, i dont know again oh"
ham,"I've got  &lt;#&gt; , any way I could pick up?"
ham,"Hi this is yijue, can i meet u at 11 tmr?"
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
ham,Everybody had fun this evening. Miss you.
ham,Thats cool. i liked your photos. You are very sexy!
ham,Well good morning mr . Hows london treatin' ya treacle?
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
ham,Wat r u doing?
ham,ÌÏ predict wat time Ì_'ll finish buying?
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
ham,Ofcourse I also upload some songs
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
ham,Nope. Meanwhile she talk say make i greet you.
ham,"Sorry, went to bed early, nightnight"
ham,Hey we can go jazz power yoga hip hop kb and yogasana 
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
ham,Please tell me not all of my car keys are in your purse
ham,"Yo, you around? Just got my car back"
ham,\Hey j! r u feeling any better
ham,Still in the area of the restaurant. Ill try to come back soon
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,U 2.
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,Nt joking seriously i told
ham,IM LATE TELLMISS IM ON MY WAY
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,Lol. Well quality aint bad at all so i aint complaining
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow"
ham,Oic... I saw him too but i tot he din c me... I found a group liao...
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
ham,I will vote for wherever my heart guides me
ham,Reverse is cheating. That is not mathematics.
ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng"""
spam,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
ham,"I call you later, don't have network. If urgnt, sms me."
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
ham,Yeah no probs - last night is obviously catching up with you... Speak soon 
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.
ham,Ambrith..madurai..met u in arun dha marrge..remembr?
ham,You could have seen me..i did't recognise you Face.:)
ham,I cant pick the phone right now. Pls send a message
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
ham,I love to give massages. I use lots of baby oil... What is your fave position?
ham,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
ham,I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
ham,Tell me something. Thats okay.
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
ham,What happen dear. Why you silent. I am tensed
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,Pick you up bout 7.30ish? What time are  and that going?
ham,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham,Ok. But i finish at 6.
ham,Dai what this da.. Can i send my resume to this id.
ham,What Today-sunday..sunday is holiday..so no work..
ham,How abt making some of the pics bigger?
ham,Leave it de:-). Start Prepare for next:-)..
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
ham,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
ham,:-) :-)
ham,Company is very good.environment is terrific and food is really nice:)
ham,Gudnite....tc...practice going on
ham,Okay... We wait ah
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,"Goodmorning, Today i am late for  &lt;#&gt; min."
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
ham,", how's things? Just a quick question."
ham,K. I will sent it again
ham,"Ask g or iouri, I've told the story like ten times already"
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
ham,Go fool dont cheat others ok
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
ham,"Whatever, juliana. Do whatever you want."
ham,But you were together so you should be thinkin about him
ham,Aight do you still want to get money
ham,it's really getting me down just hanging around.
ham,My phone
ham,"Me not waking up until 4 in the afternoon, sup"
ham,"I guess you could be as good an excuse as any, lol."
ham,Cuz ibored. And don wanna study
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
ham,"Sorry battery died, yeah I'm here"
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
ham,That was random saw my old roomate on campus. He graduated
ham,Any way where are you and what doing.
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
ham,"Maybe westshore or hyde park village, the place near my house?"
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
ham,Wait 2 min..stand at bus stop
ham,Hey i will be late ah... Meet you at 945+
ham,"Hi elaine, is today's meeting confirmed?"
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,Not course. Only maths one day one chapter with in one month we can finish.
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
ham,I.ll hand her my phone to chat wit u
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
ham,I have lost 10 kilos as of today!
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
ham,Can come my room but cannot come my house cos my house still messy... Haha...
ham,"Awesome, think we can get an 8th at usf some time tonight?"
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
ham,How will I creep on you now? ;_;
ham,Good night. Am going to sleep.
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,So that means you still think of teju
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
ham,Am surfing online store. For offers do you want to buy any thing.
ham,Then ur sis how?
ham,Stupid.its not possible
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,Wa... U so efficient... Gee... Thanx...
ham,"Probably, want to pick up more?"
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
ham,Ard 515 like dat. Y?
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,Thanx but my birthday is over already.
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
